"","Value","S","K","tau","r","BS"
"4294",45.5,1475.95,1600,0.49041095890411,0.0111,"Over"
"4295",236.25,1426.69,1200,0.117808219178082,0.0115,"Under"
"4296",28.375,1366.7,1400,0.104109589041096,0.0119,"Under"
"4297",174,1455.22,1350,0.454794520547945,0.0111,"Under"
"4298",84.5,1364.9,1375,0.391780821917808,0.012,"Under"
"4299",204,1448.81,1325,0.542465753424658,0.0113,"Under"
"4300",156.75,1336.09,1200,0.145205479452055,0.0122,"Under"
"4301",247.875,1468.25,1300,0.627397260273973,0.0111,"Under"
"4302",400.5,1479.32,1100,0.358904109589041,0.0111,"Under"
"4303",33.625,1315.23,1575,0.789041095890411,0.0124,"Under"
"4304",26,1489.26,1510,0.10958904109589,0.0111,"Over"
"4305",34.5,1387.02,1400,0.106849315068493,0.0118,"Over"
"4306",145,1428.32,1300,0.120547945205479,0.0115,"Under"
"4307",120.5,1514.09,1450,0.301369863013699,0.0109,"Under"
"4308",137,1487.92,1400,0.216438356164384,0.0109,"Under"
"4309",52,1469.54,1450,0.128767123287671,0.0112,"Over"
"4310",41.375,1374.62,1375,0.0904109589041096,0.0119,"Under"
"4311",535.375,1424.24,900,0.358904109589041,0.0114,"Under"
"4312",47,1424.97,1420,0.120547945205479,0.0114,"Over"
"4313",336.5,1381.52,1100,0.561643835616438,0.0118,"Under"
"4314",253.75,1328.92,1100,0.219178082191781,0.0123,"Under"
"4315",143.5,1364.44,1225,0.13972602739726,0.012,"Over"
"4316",206.75,1475.95,1300,0.241095890410959,0.0111,"Under"
"4317",120,1419.89,1450,0.635616438356164,0.0116,"Under"
"4318",99.25,1460.25,1500,0.6,0.0113,"Under"
"4319",0.28125,1274.86,1700,0.235616438356164,0.0128,"Under"
"4320",458.25,1458.47,1050,0.753424657534247,0.0111,"Under"
"4321",204,1342.62,1250,0.819178082191781,0.0122,"Under"
"4322",292.875,1481.96,1200,0.0849315068493151,0.0111,"Under"
"4323",17.875,1359.99,1475,0.257534246575342,0.012,"Over"
"4324",182.5,1401.53,1275,0.397260273972603,0.0116,"Under"
"4325",6.75,1448.72,1600,0.232876712328767,0.0114,"Over"
"4326",164.75,1342.62,1225,0.320547945205479,0.0122,"Under"
"4327",25.125,1487.37,1700,0.449315068493151,0.011,"Over"
"4328",87.375,1387.12,1325,0.0986301369863014,0.0117,"Under"
"4329",106.875,1455.22,1500,0.704109589041096,0.0111,"Under"
"4330",147.25,1498.58,1500,0.712328767123288,0.0109,"Under"
"4331",114,1455.9,1375,0.161643835616438,0.0111,"Under"
"4332",37.5,1456.63,1700,0.742465753424657,0.0111,"Over"
"4333",23,1314.95,1425,0.216438356164384,0.0124,"Under"
"4334",163,1416.83,1275,0.178082191780822,0.0114,"Under"
"4335",149.375,1432.63,1350,0.367123287671233,0.0114,"Under"
"4336",77.375,1484.43,1450,0.183561643835616,0.0111,"Under"
"4337",141,1450.55,1350,0.221917808219178,0.0113,"Under"
"4338",70.875,1395.07,1355,0.0986301369863014,0.0116,"Under"
"4339",184.5,1398.13,1225,0.145205479452055,0.0117,"Under"
"4340",98,1457.6,1400,0.186301369863014,0.0111,"Under"
"4341",25,1409.28,1500,0.2,0.0116,"Under"
"4342",187.5,1505.97,1350,0.205479452054795,0.0108,"Under"
"4343",440.5,1410.03,975,0.145205479452055,0.0115,"Under"
"4344",401.625,1470.54,1100,0.257534246575342,0.0111,"Under"
"4345",53.75,1394.46,1375,0.128767123287671,0.0116,"Over"
"4346",16.5,1455.22,1550,0.205479452054795,0.0111,"Over"
"4347",242,1477.44,1250,0.145205479452055,0.011,"Under"
"4348",153,1432.25,1450,0.928767123287671,0.0113,"Under"
"4349",3,1399.42,1550,0.126027397260274,0.0116,"Over"
"4350",195.625,1495.57,1450,0.906849315068493,0.011,"Under"
"4351",116.5,1400.14,1300,0.101369863013699,0.0117,"Under"
"4352",12,1446,1525,0.0904109589041096,0.0113,"Over"
"4353",27.5,1342.13,1375,0.0849315068493151,0.0122,"Under"
"4354",36.5,1394.46,1500,0.378082191780822,0.0116,"Over"
"4355",25.625,1479.85,1600,0.334246575342466,0.0111,"Over"
"4356",341,1437.21,1150,0.580821917808219,0.0114,"Under"
"4357",227.5,1471.36,1275,0.276712328767123,0.0111,"Under"
"4358",271.75,1457.84,1200,0.106849315068493,0.0112,"Under"
"4359",258.75,1442.39,1200,0.216438356164384,0.0113,"Under"
"4360",291.625,1475.62,1225,0.435616438356164,0.0112,"Under"
"4361",621.625,1400.14,800,0.6,0.0117,"Under"
"4362",283.625,1470.54,1200,0.0849315068493151,0.0111,"Under"
"4363",38,1472.87,1475,0.104109589041096,0.0112,"Over"
"4364",4.5,1264.74,1395,0.0849315068493151,0.0129,"Under"
"4365",101.25,1467.17,1400,0.104109589041096,0.0111,"Under"
"4366",560.125,1355.62,800,0.279452054794521,0.012,"Under"
"4367",75,1464.92,1425,0.13972602739726,0.0111,"Under"
"4368",137.125,1406.95,1450,0.827397260273973,0.0116,"Under"
"4369",178,1527.46,1400,0.232876712328767,0.0106,"Under"
"4370",49,1477.26,1700,0.789041095890411,0.011,"Under"
"4371",135.125,1351.46,1250,0.2,0.0121,"Under"
"4372",138,1305.95,1200,0.232876712328767,0.0125,"Under"
"4373",101.75,1427.47,1425,0.410958904109589,0.0114,"Under"
"4374",63.5,1392.14,1385,0.257534246575342,0.0116,"Over"
"4375",189.875,1424.97,1250,0.120547945205479,0.0114,"Under"
"4376",172.375,1467.63,1325,0.205479452054795,0.0111,"Under"
"4377",32.5,1462.93,1475,0.117808219178082,0.0113,"Over"
"4378",115.375,1401.53,1475,0.895890410958904,0.0116,"Under"
"4379",264.75,1356.56,1100,0.0986301369863014,0.012,"Under"
"4380",55,1441.48,1470,0.232876712328767,0.0113,"Under"
"4381",0.5,1458.47,1750,0.254794520547945,0.0111,"Over"
"4382",78.5,1416.83,1425,0.350684931506849,0.0114,"Under"
"4383",149.5,1469.54,1400,0.454794520547945,0.0112,"Under"
"4384",135.75,1493.87,1450,0.49041095890411,0.0109,"Under"
"4385",140.75,1523.86,1425,0.224657534246575,0.0106,"Under"
"4386",135.5,1458.47,1350,0.178082191780822,0.0111,"Under"
"4387",148.875,1416.83,1275,0.101369863013699,0.0114,"Under"
"4388",38,1484.43,1480,0.0876712328767123,0.0111,"Over"
"4389",526.375,1406.95,900,0.328767123287671,0.0116,"Under"
"4390",56,1460.25,1475,0.197260273972603,0.0113,"Under"
"4391",190,1527.35,1350,0.158904109589041,0.0106,"Under"
"4392",142.75,1401.69,1275,0.101369863013699,0.0116,"Under"
"4393",13.375,1312.15,1550,0.501369863013699,0.0125,"Over"
"4394",46.25,1341.93,1350,0.142465753424658,0.0122,"Under"
"4395",47,1379.58,1380,0.136986301369863,0.0119,"Under"
"4396",645.75,1527.35,900,0.484931506849315,0.0106,"Under"
"4397",150,1489.26,1425,0.512328767123288,0.0111,"Under"
"4398",138,1322.74,1200,0.0904109589041096,0.0124,"Under"
"4399",122,1380.2,1275,0.10958904109589,0.0119,"Under"
"4400",448,1527.46,1150,0.731506849315068,0.0106,"Under"
"4401",126,1440.51,1375,0.178082191780822,0.0113,"Under"
"4402",5.5,1324.97,1475,0.128767123287671,0.0124,"Under"
"4403",20,1398.13,1460,0.145205479452055,0.0117,"Over"
"4404",311.875,1489.26,1200,0.263013698630137,0.0111,"Under"
"4405",250.125,1504.46,1350,0.684931506849315,0.0108,"Under"
"4406",207.25,1446,1250,0.0904109589041096,0.0113,"Under"
"4407",209.25,1489.26,1300,0.10958904109589,0.0111,"Under"
"4408",141,1491.56,1450,0.589041095890411,0.0111,"Under"
"4409",531.375,1439.03,950,0.723287671232877,0.0115,"Under"
"4410",519.25,1424.97,925,0.36986301369863,0.0114,"Under"
"4411",57.875,1416.83,1600,0.849315068493151,0.0114,"Under"
"4412",71.5,1407.81,1450,0.350684931506849,0.0116,"Under"
"4413",263.25,1455.31,1250,0.473972602739726,0.0112,"Under"
"4414",194,1383.05,1200,0.104109589041096,0.0118,"Under"
"4415",114.875,1334.22,1250,0.13972602739726,0.0123,"Under"
"4416",62,1410.03,1450,0.394520547945205,0.0115,"Over"
"4417",84.625,1446.29,1395,0.126027397260274,0.0113,"Under"
"4418",60.25,1437.21,1500,0.331506849315069,0.0114,"Under"
"4419",64,1396.93,1450,0.405479452054795,0.0117,"Under"
"4420",55.5,1424.24,1400,0.10958904109589,0.0114,"Over"
"4421",72.75,1372.32,1450,0.580821917808219,0.0119,"Under"
"4422",462.5,1432.25,975,0.180821917808219,0.0113,"Under"
"4423",93,1343.55,1375,0.523287671232877,0.0122,"Under"
"4424",141.5,1467.17,1400,0.180821917808219,0.0111,"Under"
"4425",164,1420.6,1350,0.545205479452055,0.0115,"Under"
"4426",138.375,1402.05,1325,0.336986301369863,0.0116,"Under"
"4427",96.5,1442.39,1450,0.465753424657534,0.0113,"Under"
"4428",28,1481.99,1500,0.106849315068493,0.0111,"Over"
"4429",3.25,1475.95,1700,0.241095890410959,0.0111,"Over"
"4430",139.5,1514.09,1425,0.301369863013699,0.0109,"Under"
"4431",45,1452.43,1485,0.136986301369863,0.0112,"Under"
"4432",36.375,1455.9,1450,0.0849315068493151,0.0111,"Over"
"4433",193.625,1382.95,1275,0.586301369863014,0.0118,"Under"
"4434",71.5,1343.55,1350,0.273972602739726,0.0122,"Under"
"4435",2.625,1404.09,1550,0.142465753424658,0.0115,"Over"
"4436",46,1509.98,1525,0.175342465753425,0.0109,"Over"
"4437",437.75,1348.97,950,0.550684931506849,0.0121,"Under"
"4438",98,1398.13,1400,0.394520547945205,0.0117,"Under"
"4439",0.375,1380.2,1995,0.263013698630137,0.0119,"Under"
"4440",154.125,1457.84,1325,0.106849315068493,0.0112,"Under"
"4441",18.5,1353.43,1425,0.13972602739726,0.012,"Over"
"4442",1.125,1444.51,1575,0.0904109589041096,0.0114,"Over"
"4443",43,1274.86,1325,0.235616438356164,0.0128,"Under"
"4444",98.25,1409.12,1450,0.621917808219178,0.0115,"Under"
"4445",375.125,1445.57,1100,0.408219178082192,0.0112,"Under"
"4446",3.875,1494.5,1600,0.117808219178082,0.011,"Over"
"4447",227.75,1458.29,1250,0.216438356164384,0.0113,"Under"
"4448",91.875,1365.98,1300,0.0986301369863014,0.012,"Under"
"4449",82,1359.15,1350,0.26027397260274,0.0119,"Under"
"4450",55,1477.44,1475,0.145205479452055,0.011,"Under"
"4451",40.875,1455.31,1475,0.147945205479452,0.0112,"Over"
"4452",50,1480.87,1515,0.254794520547945,0.0111,"Over"
"4453",123.625,1456.67,1350,0.120547945205479,0.0113,"Under"
"4454",12,1264.74,1625,0.736986301369863,0.0129,"Over"
"4455",94,1408.99,1350,0.194520547945205,0.0116,"Under"
"4456",85,1477.44,1475,0.394520547945205,0.011,"Over"
"4457",192.375,1499.48,1325,0.167123287671233,0.011,"Under"
"4458",24.5,1492.25,1600,0.276712328767123,0.0111,"Over"
"4459",96.125,1467.63,1400,0.10958904109589,0.0111,"Under"
"4460",163.875,1495.57,1400,0.408219178082192,0.011,"Under"
"4461",5.625,1402.05,1485,0.0876712328767123,0.0116,"Over"
"4462",6.25,1359.99,1550,0.257534246575342,0.012,"Over"
"4463",120,1481.96,1500,0.66027397260274,0.0111,"Under"
"4464",2.5,1314.95,1600,0.293150684931507,0.0124,"Over"
"4465",68.375,1401.53,1375,0.147945205479452,0.0116,"Under"
"4466",358.375,1398.66,1050,0.128767123287671,0.0117,"Under"
"4467",112.5,1451.34,1375,0.238356164383562,0.0114,"Under"
"4468",188.375,1478.9,1300,0.117808219178082,0.0112,"Under"
"4469",18.625,1416.83,1450,0.101369863013699,0.0114,"Over"
"4470",45,1379.19,1375,0.123287671232877,0.0118,"Over"
"4471",68.5,1409.17,1370,0.117808219178082,0.0115,"Under"
"4472",41.125,1359.15,1370,0.0876712328767123,0.0119,"Under"
"4473",70,1420.96,1385,0.0986301369863014,0.0115,"Under"
"4474",53,1494.5,1475,0.117808219178082,0.011,"Over"
"4475",19.5,1460.25,1500,0.101369863013699,0.0113,"Over"
"4476",28.625,1514.09,1550,0.147945205479452,0.0109,"Over"
"4477",41.625,1510.49,1500,0.0904109589041096,0.0109,"Over"
"4478",121.625,1395.07,1325,0.271232876712329,0.0116,"Under"
"4479",181.5,1434.54,1275,0.158904109589041,0.0114,"Under"
"4480",183.375,1376.54,1225,0.279452054794521,0.0119,"Under"
"4481",27,1467.63,1550,0.205479452054795,0.0111,"Over"
"4482",213.375,1523.86,1325,0.147945205479452,0.0106,"Under"
"4483",148.625,1444.51,1375,0.493150684931507,0.0114,"Under"
"4484",397.875,1320.28,950,0.463013698630137,0.012,"Under"
"4485",215.5,1461.67,1325,0.523287671232877,0.0112,"Under"
"4486",68,1514.09,1525,0.301369863013699,0.0109,"Over"
"4487",322.5,1481.96,1200,0.410958904109589,0.0111,"Under"
"4488",135,1401.44,1375,0.665753424657534,0.0116,"Under"
"4489",62.5,1432.25,1425,0.180821917808219,0.0113,"Under"
"4490",93.5,1416.83,1400,0.350684931506849,0.0114,"Under"
"4491",164.5,1424.24,1400,0.857534246575342,0.0114,"Under"
"4492",49,1477.44,1485,0.145205479452055,0.011,"Under"
"4493",95,1322.36,1300,0.315068493150685,0.0124,"Under"
"4494",77,1429.4,1450,0.375342465753425,0.0114,"Under"
"4495",351.125,1424.37,1150,0.865753424657534,0.0114,"Under"
"4496",224,1464.47,1350,0.750684931506849,0.0111,"Under"
"4497",345.375,1455.14,1200,0.912328767123288,0.0111,"Under"
"4498",89.375,1509.84,1600,0.797260273972603,0.0109,"Under"
"4499",39,1395.07,1400,0.0986301369863014,0.0116,"Under"
"4500",235.875,1452.56,1225,0.120547945205479,0.0114,"Under"
"4501",46.5,1387.12,1375,0.0986301369863014,0.0117,"Under"
"4502",106.75,1315.23,1275,0.29041095890411,0.0124,"Under"
"4503",277.375,1459.9,1200,0.241095890410959,0.0113,"Under"
"4504",11,1401.69,1475,0.101369863013699,0.0116,"Over"
"4505",191.125,1481.96,1350,0.410958904109589,0.0111,"Under"
"4506",0.875,1356.56,1625,0.0986301369863014,0.012,"Under"
"4507",0.5,1434.54,1750,0.158904109589041,0.0114,"Over"
"4508",514.375,1429.4,950,0.624657534246575,0.0114,"Under"
"4509",68.5,1437.21,1425,0.158904109589041,0.0114,"Under"
"4510",104.875,1434.32,1475,0.698630136986301,0.0114,"Under"
"4511",18.625,1416.83,1450,0.101369863013699,0.0114,"Over"
"4512",514.375,1401.69,900,0.273972602739726,0.0116,"Under"
"4513",146.75,1399.05,1275,0.142465753424658,0.0117,"Under"
"4514",4.5,1434.32,1550,0.123287671232877,0.0114,"Over"
"4515",69.375,1424.97,1390,0.120547945205479,0.0114,"Under"
"4516",86,1434.32,1375,0.123287671232877,0.0114,"Under"
"4517",69.25,1383.05,1500,0.602739726027397,0.0118,"Under"
"4518",1.375,1431.87,1600,0.106849315068493,0.0114,"Over"
"4519",296.375,1491.56,1200,0.0904109589041096,0.0111,"Under"
"4520",50,1441.48,1475,0.232876712328767,0.0113,"Under"
"4521",183.5,1348.05,1200,0.301369863013699,0.012,"Under"
"4522",72,1452.43,1450,0.213698630136986,0.0112,"Under"
"4523",107,1498.58,1450,0.213698630136986,0.0109,"Under"
"4524",7,1449.68,1700,0.427397260273973,0.0112,"Over"
"4525",1.125,1455.22,1700,0.205479452054795,0.0111,"Over"
"4526",150,1324.97,1200,0.128767123287671,0.0124,"Under"
"4527",198.75,1441.72,1250,0.106849315068493,0.0112,"Under"
"4528",436.625,1446.29,1050,0.624657534246575,0.0113,"Under"
"4529",62.75,1364.9,1375,0.238356164383562,0.012,"Under"
"4530",150.125,1431.87,1300,0.106849315068493,0.0114,"Under"
"4531",47,1472.87,1500,0.2,0.0112,"Over"
"4532",76,1322.74,1300,0.167123287671233,0.0124,"Under"
"4533",9,1426.46,1700,0.452054794520548,0.0115,"Over"
"4534",160,1404.09,1400,0.89041095890411,0.0115,"Under"
"4535",94,1403.45,1350,0.197260273972603,0.0116,"Under"
"4536",448.375,1432.63,1025,0.616438356164384,0.0114,"Under"
"4537",254.125,1400.14,1150,0.101369863013699,0.0117,"Under"
"4538",454.125,1441.61,995,0.164383561643836,0.0113,"Under"
"4539",288.625,1500.59,1300,0.682191780821918,0.0109,"Under"
"4540",100,1489.26,1450,0.263013698630137,0.0111,"Under"
"4541",264.125,1479.85,1250,0.334246575342466,0.0111,"Under"
"4542",232.5,1424.24,1300,0.857534246575342,0.0114,"Under"
"4543",249.875,1499.48,1350,0.819178082191781,0.011,"Under"
"4544",303.875,1348.97,1100,0.550684931506849,0.0121,"Under"
"4545",166.75,1494.73,1425,0.452054794520548,0.0109,"Under"
"4546",2.1875,1444.51,1800,0.493150684931507,0.0114,"Over"
"4547",122.125,1481.96,1375,0.0849315068493151,0.0111,"Under"
"4548",242.375,1457.84,1250,0.279452054794521,0.0112,"Under"
"4549",152.875,1505.97,1500,0.704109589041096,0.0108,"Under"
"4550",227,1452.43,1250,0.136986301369863,0.0112,"Under"
"4551",315.125,1402.03,1100,0.186301369863014,0.0117,"Under"
"4552",337,1409.28,1100,0.375342465753425,0.0115,"Under"
"4553",198,1470.54,1350,0.506849315068493,0.0111,"Under"
"4554",38,1466.04,1470,0.0876712328767123,0.0111,"Under"
"4555",84,1352.17,1350,0.317808219178082,0.012,"Under"
"4556",8.25,1387.02,1475,0.106849315068493,0.0118,"Over"
"4557",480.5,1356.56,900,0.424657534246575,0.012,"Under"
"4558",60,1305.6,1365,0.241095890410959,0.0125,"Under"
"4559",38,1409.28,1435,0.104109589041096,0.0116,"Under"
"4560",35,1399.05,1500,0.315068493150685,0.0117,"Under"
"4561",142.125,1454.6,1325,0.136986301369863,0.0113,"Under"
"4562",203.125,1471.84,1275,0.0986301369863014,0.0112,"Under"
"4563",47,1379.58,1390,0.136986301369863,0.0119,"Under"
"4564",343,1389.81,1050,0.0849315068493151,0.0118,"Under"
"4565",102.875,1464.29,1450,0.397260273972603,0.0113,"Under"
"4566",148.5,1448.81,1350,0.293150684931507,0.0113,"Under"
"4567",157.5,1493.74,1350,0.0876712328767123,0.011,"Under"
"4568",44,1305.95,1325,0.156164383561644,0.0125,"Under"
"4569",46,1383.05,1385,0.104109589041096,0.0118,"Under"
"4570",121,1371.18,1275,0.106849315068493,0.0119,"Under"
"4571",161,1432.25,1300,0.180821917808219,0.0113,"Under"
"4572",409,1429.86,1025,0.147945205479452,0.0114,"Under"
"4573",48.375,1477.44,1575,0.394520547945205,0.011,"Under"
"4574",2.875,1342.13,1475,0.0849315068493151,0.0122,"Over"
"4575",144.375,1445.57,1325,0.158904109589041,0.0112,"Under"
"4576",297.375,1389.81,1100,0.0849315068493151,0.0118,"Under"
"4577",31.125,1520.77,1600,0.29041095890411,0.0108,"Over"
"4578",72,1305.6,1275,0.164383561643836,0.0125,"Under"
"4579",210.125,1364.44,1200,0.389041095890411,0.012,"Under"
"4580",40.5,1352.17,1425,0.317808219178082,0.012,"Over"
"4581",68,1466.04,1650,0.835616438356164,0.0111,"Under"
"4582",42.25,1364.59,1475,0.43013698630137,0.012,"Under"
"4583",23,1458.47,1550,0.254794520547945,0.0111,"Over"
"4584",316.75,1449.05,1150,0.235616438356164,0.0114,"Under"
"4585",130.625,1389.94,1325,0.33972602739726,0.0117,"Under"
"4586",99.625,1469.54,1600,0.953424657534247,0.0112,"Under"
"4587",93.5,1479.85,1425,0.180821917808219,0.0111,"Under"
"4588",209.25,1440.51,1300,0.427397260273973,0.0113,"Under"
"4589",222.625,1429.4,1250,0.375342465753425,0.0114,"Under"
"4590",40.75,1411.71,1415,0.104109589041096,0.0115,"Under"
"4591",109.25,1432.19,1400,0.358904109589041,0.0114,"Under"
"4592",10,1347.35,1550,0.317808219178082,0.0121,"Over"
"4593",340.5,1411.71,1150,0.852054794520548,0.0115,"Under"
"4594",73.125,1359.99,1350,0.257534246575342,0.012,"Under"
"4595",409,1452.43,1050,0.136986301369863,0.0112,"Under"
"4596",16,1403.45,1475,0.120547945205479,0.0116,"Over"
"4597",242,1409.12,1175,0.123287671232877,0.0115,"Under"
"4598",206.125,1457.6,1275,0.186301369863014,0.0111,"Under"
"4599",120.125,1426.46,1325,0.126027397260274,0.0115,"Under"
"4600",36,1436.28,1450,0.120547945205479,0.0114,"Over"
"4601",0.5,1315.23,1700,0.29041095890411,0.0124,"Over"
"4602",4.5,1516.35,1650,0.117808219178082,0.0108,"Over"
"4603",154,1333.36,1200,0.136986301369863,0.0122,"Under"
"4604",144,1374.62,1350,0.665753424657534,0.0119,"Under"
"4605",102,1487.37,1450,0.2,0.011,"Under"
"4606",73.875,1452.18,1425,0.158904109589041,0.0112,"Under"
"4607",46.625,1400.14,1400,0.101369863013699,0.0117,"Under"
"4608",64,1398.13,1375,0.145205479452055,0.0117,"Under"
"4609",45,1465.81,1500,0.252054794520548,0.0113,"Over"
"4610",267.5,1454.6,1200,0.213698630136986,0.0113,"Under"
"4611",95,1329.78,1400,0.676712328767123,0.0123,"Under"
"4612",33,1426.57,1450,0.142465753424658,0.0116,"Over"
"4613",86.5,1419.89,1425,0.386301369863014,0.0116,"Under"
"4614",57,1484.43,1450,0.0876712328767123,0.0111,"Over"
"4615",2,1305.95,1900,0.980821917808219,0.0125,"Over"
"4616",18.75,1475.95,1550,0.164383561643836,0.0111,"Over"
"4617",34,1456.63,1525,0.243835616438356,0.0111,"Over"
"4618",123.25,1438.56,1350,0.183561643835616,0.0113,"Under"
"4619",59,1502.59,1500,0.219178082191781,0.011,"Over"
"4620",171,1387.67,1225,0.0849315068493151,0.0117,"Under"
"4621",54.5,1469.44,1450,0.0876712328767123,0.0111,"Under"
"4622",145.125,1387.12,1400,0.846575342465753,0.0117,"Under"
"4623",14,1356.56,1500,0.175342465753425,0.012,"Under"
"4624",86.125,1387.12,1450,0.597260273972603,0.0117,"Under"
"4625",104,1387.12,1375,0.347945205479452,0.0117,"Under"
"4626",15.125,1342.13,1650,0.66027397260274,0.0122,"Over"
"4627",53.5,1520.77,1525,0.213698630136986,0.0108,"Over"
"4628",132.5,1456.63,1350,0.167123287671233,0.0111,"Under"
"4629",195.125,1479.32,1325,0.358904109589041,0.0111,"Under"
"4630",138,1351.46,1250,0.123287671232877,0.0121,"Under"
"4631",37,1477.26,1500,0.117808219178082,0.011,"Under"
"4632",90.125,1477.26,1525,0.53972602739726,0.011,"Under"
"4633",253.25,1444.51,1200,0.0904109589041096,0.0114,"Under"
"4634",303.75,1379.19,1100,0.295890410958904,0.0118,"Under"
"4635",20.5,1441.36,1500,0.156164383561644,0.0112,"Over"
"4636",50.375,1383.62,1370,0.0904109589041096,0.0117,"Under"
"4637",98,1398.56,1500,0.887671232876712,0.0116,"Under"
"4638",102,1478.9,1475,0.443835616438356,0.0112,"Under"
"4639",409,1452.43,1050,0.136986301369863,0.0112,"Under"
"4640",147.125,1465.81,1350,0.252054794520548,0.0113,"Under"
"4641",34.625,1347.35,1600,0.816438356164384,0.0121,"Under"
"4642",0.3125,1392.14,1700,0.257534246575342,0.0116,"Over"
"4643",80.875,1468.25,1450,0.205479452054795,0.0111,"Under"
"4644",312.625,1392.14,1100,0.257534246575342,0.0116,"Under"
"4645",146.875,1404.09,1325,0.391780821917808,0.0115,"Under"
"4646",45,1468.25,1480,0.128767123287671,0.0111,"Under"
"4647",53,1426.69,1410,0.117808219178082,0.0115,"Under"
"4648",219.125,1516.35,1400,0.693150684931507,0.0108,"Under"
"4649",138.375,1465.15,1400,0.424657534246575,0.0111,"Under"
"4650",61.125,1409.28,1380,0.104109589041096,0.0116,"Under"
